@relation 'final_predict-weka.filters.unsupervised.instance.SubsetByExpression-Enot ismissing(ATT5)-weka.filters.unsupervised.instance.SubsetByExpression-Enot ismissing(ATT6)-weka.filters.unsupervised.instance.SubsetByExpression-Enot ismissing(ATT7)-weka.filters.unsupervised.instance.SubsetByExpression-Enot ismissing(ATT8)-weka.filters.unsupervised.instance.SubsetByExpression-Enot ismissing(ATT9)-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.Remove-R4-7'

@attribute actor_factor numeric
@attribute director_factor numeric
@attribute genre {Drama,Comedy,Action,Adventure,Animation,Horror,Documentary,Western,Thriller,Fantasy,History,Mystery,Romance,'Science Fiction',Family,War,Crime,Music,Foreign,'TV Movie'}
@attribute box_office numeric

@data
2.8,8,Drama,3832228
30,1,Drama,163670000
22,3,Comedy,92219310
14.6,30,Drama,122233971
11.4,3,Horror,66486080
20.2,1,Drama,114977104
22,8,Adventure,94882889
8.25,1,Fantasy,112132
13.8,3,Comedy,13030214
21.8,1,Fantasy,112462508
19,5,Adventure,88100000
14,3,Adventure,64572262
6.2,1,Comedy,20455276
18,15.5,Fantasy,31912793
6.8,10,Drama,25100000
1,1,Documentary,1162422
3.3333,1,Drama,25461
28,40,Drama,154026136
18.4,1,Action,45236543
3.2,1,Horror,15500000
10.4,1,Action,5000000
4.8,8,Thriller,20000
14,1,Drama,5210988
16,3,Fantasy,443140005
13.2,1,Horror,115664037
3.2,5,Horror,1450000
1.25,1,Documentary,1179676
3,1,Adventure,4916135
7,5,Drama,84967
6.6,1,Comedy,35323292
23,30,Action,96188903
13.2,1,Fantasy,4706919
22.2,1,Drama,24000000
1,1,Drama,1688518
4.6,1,Thriller,2459895
1.4,1,Drama,215339
2.4,1,Action,5091888
17.2,1,Drama,2037545
5.75,1,Comedy,604856
16,30,Fantasy,89792502
10.2,1,Adventure,5409517
14.4,1,Comedy,40105542
11.6,3,Action,5777916
5.5,1,Horror,3412497
17.2,20,Action,55583804
20,1,Adventure,6814789
1.4,1,Horror,193355800
20.2,1,Drama,7644937
1.25,3,Adventure,1314230
12.4,40,Adventure,7185518
1,1,Comedy,20518905
1.5,1,Fantasy,10736401
5.75,3,Adventure,5588800
23.3333,1,Drama,490475
7.5,1,Drama,12729678
1.8,1,Horror,32000
4.8,1,Comedy,2000000
10.75,20,Adventure,2075084
22,3,Adventure,698491347
5.6,20,Fantasy,41687243
1,1,Drama,11095236
1,20,Horror,2955917
1,1,Drama,19000000
14.4,3,Comedy,1943649
3,1,Comedy,11359129
10.75,1,Drama,9518342
2.6,1,Fantasy,7177431
14.6,1,Adventure,12145169
8.6,1,Horror,13555988
7,5,Horror,8033397
12.2,3,Comedy,10372291
6,1,Drama,13022756
1,10,Documentary,4978922
24,1,Drama,18535191
7.75,8,Horror,39421467
3,5,Drama,14363400
8.25,20,Drama,76382
2,3,Documentary,101543
13.8,20,Drama,53977250
8.2,1,Action,1200000
14.6,1,Animation,1725381
11.2,1,Drama,66995253
11,10.5,Comedy,3169719
1.8,1,Adventure,5778353
3,10,Drama,20659423
2.8,5,Horror,216166
20,1,Drama,1680358
4,3,Fantasy,16000000
1.75,1,Horror,14225876
10,20,Comedy,1596687
16.4,1,Adventure,28169671
14.6,10,Fantasy,101229792
40,20,Adventure,1519557910
12.2,1,Comedy,85280250
8.8,10,Drama,2357852
1.25,1,Drama,7900000
11.8,1,Action,5585154
4.8,1,Comedy,3
12.4,1,Drama,6856989
8.6,1,Comedy,6126237
1.4,8,Drama,138913
1,20,Drama,300653
2.8,1,Animation,3566637
14.4,3,Drama,26096852
1,1,Comedy,9112193
7.6667,3,Adventure,3106559
11.8,1,Adventure,12890752
4.6,1,Thriller,1145404
3.6,1,Horror,13277558
8.8,20,Comedy,8622757
1,1,Adventure,124494
6.4,1,Drama,10000000
14.4,1,Fantasy,50236831
19.2,3,Drama,129540499
5.8,1,Action,296557
7,1,Fantasy,5656087
15.25,1,Adventure,18971000
2.8,1,Comedy,10348437
3,3,Drama,26000000
2.2,1,Action,4916871
8.8,3,Adventure,16945171
4.6,3,Drama,9800000
3.25,1,Horror,3109904
5.6667,1,Animation,12000000
5.75,3,Horror,1449945
1,1,Horror,9205924
10.4,5,Comedy,10424470
5,20,Adventure,21049053
8.8,1,Drama,15000000
8.6,1,Documentary,21268532
10.6,30,Documentary,17040871
1,1,Romance,25000000
4.6,8,Adventure,1250712
1,1,Drama,2106838
2.8,1,?,42108
6,1,Horror,5765562
9.4,1,Adventure,32709423
2.8,1,Horror,12000000
3.6,3,Action,684351
14.2,20,Comedy,28972508
8.8,1,Drama,4388563
16.2,3,Drama,405000
18,1,Comedy,15427192
13.2,1,Drama,1296971
8.8,1,Comedy,9069
7,1,Drama,29133000
16.2,1,Comedy,29922472
16.2,3,Drama,39462438
1,1,Fantasy,27843
2.8,1,Action,8000000
7.4,8,Drama,23202444
4.4,1,Drama,3
20,1,Drama,6375979
1,1,Adventure,7090891
7.6,1,Comedy,4603929
3.75,5,Drama,1300000
2.4,1,Drama,33965843
6,20,Drama,9532895
4.8,3,Horror,6797218
8.6,1,Drama,343786
1.2,8,Drama,2816116
1,3,Drama,1
16,5,Drama,1791328
2.6,1,Drama,8000000
1.5,1,Drama,13936
14.2,1,Drama,5164404
7.6,3,Horror,8638072
23,1,Drama,36489888
15.2,20,Drama,191125
20,1,Drama,13130349
18.2,1,Drama,36133014
2.75,3,Drama,14742
22.2,1,Drama,3547684
12.2,3,Comedy,6405245
11.25,1,Comedy,302204
2,1,Horror,6980986
7,1,Adventure,8720000
6.8,8,Drama,6000000
14.2,1,Drama,5802422
7,20,Drama,47536959
2,3,Fantasy,10814122
3.4,3,Adventure,2200000
7,1,Drama,144008
4.8,5,Action,3527636
14.2,1,Drama,10329747
1,1,Adventure,42238454
3.2,5,Adventure,3200000
3,1,Comedy,14681192
14.6,1,Drama,70569
12.4,3,Drama,776691
8.4,1,Drama,38120905
1.4,3,Comedy,2411594
16.2,10,Drama,14859394
9.2,1,Drama,3110000
1,20,Horror,801000
8.6,5,Horror,3661757
14.2,20,Drama,16668552
2,1,Drama,2550000
1,1,Drama,153936
15.25,1,Comedy,754935
8.6,1,Drama,12000000
12.2,1,Drama,589304
4.5,3,Adventure,36565280
12.6,1,Drama,18899204
7.4,5,Action,29392418
2.8,5,Drama,17514553
3.2,1,Comedy,28202109
11.25,3,Drama,19152480
14.4,1,Action,52826594
22,20,Drama,29536299
6,1,Comedy,3662459
8.6,1,Drama,11690
12.8,8,Adventure,39041505
7,1,Action,5000000
5.5,3,Fantasy,10676194
4.8,3,Drama,1819410
6.8,1,Drama,21821347
9,5,Drama,12308521
5.4,20,Comedy,15578237
14.4,20,Drama,13200170
1,1,Documentary,3174695
24,30,Drama,176153
18,1,Drama,19693891
15.4,1,Drama,3000000
10,1,Comedy,2280148
5.2,3,Adventure,669276
8.6,5,Horror,27206120
3.2,1,Comedy,51
6.6,1,Drama,199436
4.25,3,Drama,2585639
19,1,Drama,13269963
10.8,1,Action,12303904
12.4,1,Drama,2479538
3.25,30,Comedy,7305209
6.8,1,Drama,221295
6.4,1,Drama,1814290
8.8,1,Drama,62852
1,1,Drama,11295
8.8,1,Drama,2465960
7.2,3,Adventure,16500000
8.6,1,Drama,5800000
14,1,Comedy,46488
3.6,5,Drama,4371000
28,8,Adventure,215283742
12.4,1,Comedy,111731
3,1,Drama,12800000
4.8,1,Drama,55635037
1,1,Drama,502758
5.2,8,Horror,10500000
3.5,1,Drama,36000000
5,1,Adventure,15500000
26,30,Adventure,825532764
2.75,1,Horror,6333135
5,1,Horror,13102295
2,1,Horror,205068
4.6,1,Western,6000000
1,1,Documentary,56386
3.4,1,Comedy,1030375
18.2,1,Drama,12201255
5.75,3,Action,6193901
1.8,8,Drama,13500000
1.6,1,Drama,16262415
22,1,Adventure,15942628
1,1,Drama,362222
1,3,Drama,704000
2.4,3,Drama,921000
16.4,1,Drama,15134293
10.6,1,Action,136000000
16.4,1,Action,293329073
28.2,40,Adventure,274470394
9,1,Drama,65464324
34,20,Action,170432927
20.2,3,Action,51070807
14.4,1,Drama,6153967
20,20,Drama,5129058
24.6,1,Drama,2995811
12.4,1,Action,8800000
9,1,Drama,2189047
6.8,2,Drama,10000000
7.6,1,Horror,631221
1,1,'Science Fiction',3000000
6.6,1,Adventure,47000000
3.4,3,Action,14000000
7.3333,1,Drama,12000000
1.8,1,Drama,10161213
1,1,Adventure,13500000
4.8,3,Drama,3360000
12.75,1,Drama,4109095
3,1,Fantasy,11373501
12.2,1,Drama,6670712
2.6,1,Drama,656747
22,1,Drama,1521261
6,3,Drama,2000000
6.4,1,Fantasy,5546827
8.6,1,Comedy,43995918
26,30,Comedy,2197921
1,1,Horror,4000000
14.2,1,Drama,47801389
19.6,1,Drama,10000000
25,1,Drama,8459458
5.2,5,Drama,365248
1.8,1,Horror,54207
3.8,1,Drama,4200000
22,3,Drama,7603766
3,1,Comedy,13960203
12.8,1,Horror,29000000
14,20,Drama,5262047
5.4,1,Drama,718490
7.6,1,Drama,257043
1,1,Horror,594947
1.4,5,Fantasy,2000000
12.6,1,Adventure,875386
1,5,Drama,11000000
1,3,Action,2459000
4.8,1,Drama,1919653
14.2,1,Drama,706000
1.2,1,Animation,80768
9,3,Drama,5519569
13.8,1,Drama,11
3,1,Documentary,1434436
6,5,Fantasy,1499275
1.25,1,Horror,117000
8.4,1,Horror,2400000
18.2,1,Action,1631839
10.4,3,Drama,3558669
10.8,1,Horror,808114
16.2,1,Drama,20000000
9.4,20,Drama,814666
10.4,1,Drama,232732
8.5,1,Drama,13994920
1,1,Fantasy,90000000
6.6,1,Drama,20047604
8.4,3,Drama,13835130
1,1,Animation,6000000
12.2,1,Drama,83
5.75,5,Drama,1250000
3.25,20,Drama,2841000
2.8,1,?,2141028
3.25,10,Horror,5000000
2.2,8,Horror,143191
17.6,1,Horror,54956140
1,1,Drama,1805884
5.4,3,Action,11800000
4.75,3,Action,2510433
10.4,1,Action,750000
6.4,1,Comedy,1645711
8.4,1,Adventure,14873
13.6,1,Drama,13015688
6.3333,1,Drama,26079312
5.6,8,Drama,5344577
1.2,1,Drama,117438
4,3,Horror,1547867
6.6,3,Fantasy,14000000
7,20,Drama,36000000
8.8,1,Drama,4440055
4.6,3,Drama,88
10.5,1,Drama,1007583
7.4,1,Action,371396
3.2,1,Drama,15530077
8.4,1,Drama,11500000
8.4,1,Drama,12200000
3.2,1,Drama,17112713
20,1,Drama,10113733
5.8,1,Drama,1429299
6.6,1,Thriller,3900000
24.4,1,Drama,206128
5.8,1,Horror,17000000
1,3,Drama,2914328
1.8,20,Horror,30859000
16.6,1,Drama,4137645
10.2,3,Comedy,15122000
1.25,1,Animation,1500000
9.4,1,Drama,5837674
1,1,Adventure,21
6.6,1,Horror,1519796
3,1,Animation,7000000
9.4,1,Drama,6472990
1.4,1,Adventure,373530
1.2,1,Action,1723487
12.4,1,Drama,28121100
8.25,1,Drama,95242
5.8,1,Drama,4069090
13.4,1,Action,4557214
20.2,5,Drama,10011050
16,1,Drama,42145
14.2,1,Fantasy,3547209
18.4,3,Drama,2402459
1,1,Drama,6000000
1.3333,1,?,22212223
4,1,Comedy,5330000
10.5,1,Drama,401421
5.6,8,Drama,9496
7,1,Comedy,9109322
1.4,1,Action,21500000
3.2,1,Drama,17872796
7,1,Drama,809000
1,1,Documentary,3779620
1,1,Comedy,4922166
12.6,3,Fantasy,25000
4.6,30,Drama,81452156
3,1,Comedy,42700000
5,1,Action,1238080
1,1,Drama,235432
2,1,Drama,2000000
1,1,Adventure,9000000
4,20,Drama,100655
1.2,1,Drama,2610000
6.8,3,Action,4654288
7.6667,1,Drama,665450
15,1,Drama,4488529
10.2,1,Comedy,40590000
1,1,Fantasy,14000000
24,1,Action,12454768
13,10,Drama,33556
12.2,20,Drama,10278549
12.4,3,Drama,1494399
15,1,Thriller,4300000
12.8,3,Comedy,8475466
10.6,1,Drama,6330054
2.8,1,Action,1736123
10.25,1,Drama,23000
10.4,3,Adventure,16000000
11.6,1,Comedy,22030000
8.8,3,Thriller,15429177
12.6,1,Drama,18097
26,3,Action,18409891
1.2,20,'Science Fiction',4884663
6.6,3,Horror,54000000
10.4,20,Drama,25147055
7.6,1,Horror,4711220
9,1,Adventure,5438927
9,1,Drama,4385312
16.4,3,Drama,21621000
1.8,3,Drama,733094
20.5,20,Drama,1000000
7,1,Drama,4400000
5.2,8,Drama,17037887
6.6,1,Action,6500000
3.25,3,Action,5000000
5,1,Adventure,6660333
11.8,20,Action,1501785
7.4,1,Horror,18753438
1.8,1,Drama,303624
16.4,1,Drama,18088
1.5,1,Comedy,3481387
9.2,1,Drama,6266621
1.25,1,Fantasy,1749956
16.2,1,Drama,8800000
5,1,Western,20400000
7.8,3,Drama,24
11.4,1,Comedy,1675706
4.6,10,Comedy,918239
14,1,Drama,2057193
1.25,1,Drama,48298
3.3333,1,Documentary,1715000
15.5,1,History,2452566
1,1,Documentary,80000
6.25,1,Drama,23311391
10.4,3,Fantasy,23646952
21,8,Adventure,226497209
14.2,30,Drama,10000000
1.25,1,Drama,40758
22,20,Comedy,90029656
26,20,Comedy,216485654
1.6,1,Adventure,13380561
9,1,Adventure,7810000
4.2,1,Fantasy,5450815
1,1,Animation,1730000
1,1,Drama,4000000
1,3,Comedy,4865000
4.5,1,Adventure,11301649
12.6,1,Comedy,75700498
1,8,Drama,692585
7,1,Drama,15014674
2.8,1,Drama,19300483
3.3333,10,Horror,8988731
1,1,Comedy,23324363
1,1,Documentary,887029
1,1,Comedy,1628154
5.2,5,Drama,626057
8.8,10,Comedy,10090429
6.6,3,Comedy,152810
2.8,1,Drama,6792000
10,3,Comedy,1443067
9.4,1,Drama,13609396
4.6,1,Adventure,6746000
1,1,Adventure,3468423
1,1,Adventure,6582052
9.2,1,Action,32392047
9.4,1,Action,43498108
20,3,Drama,124693
7,1,Drama,37672350
1.8,1,Drama,7800000
10.8,5,Comedy,1246141
6.4,3,Drama,2594000
1,3,Drama,76901
8.6,1,Drama,4865912
1,1,Animation,2608000
7,3,Drama,1432687
1,4.5,Adventure,20867919
23.6,10,Drama,134748021
15.2,1,Drama,18
11.4,1,Drama,44348
14.2,3,Comedy,49779728
1.25,1,Comedy,15369573
6.2,5,Comedy,7433101
8.6,1,Drama,11276
2.4,1,Comedy,5000000
1.4,5,Horror,4790926
8,1,Action,11838218
16.4,8,Action,11466088
8.6,1,Comedy,30867525
4.6,3,Comedy,4245870
2.4,1,Fantasy,3752426
6,8,Drama,14061361
2.8,1,Comedy,2850000
28,1,Adventure,177238796
4.2,1,Fantasy,17292381
13.25,1,Comedy,21409028
6.6,1,Comedy,458996
2,20,Adventure,20158808
1,1,Drama,15172408
3.25,3,Comedy,12277096
6.4,1,Drama,676525
1.4,10,Adventure,16283667
3.2,20,Fantasy,754249
8.8,3,Drama,1702394
6,1,Drama,442000
15.8,1,Drama,44462
26,1,Comedy,49050886
8.8,1,Comedy,77477008
28.2,1,Adventure,23580000
20,8,Adventure,126248813
1,1,Drama,121129
3.2,1,Drama,3848034
22.6,3,Fantasy,93246388
1,1,Drama,984936
5.2,1,Music,2956000
28,1,Comedy,152263880
1,1,Adventure,5000000
14,1,Drama,3646994
3.8,1,Adventure,11000000
13,1,Drama,6908797
11.8,8,Comedy,45703
10.25,1,Adventure,2135577
6.8,1,Fantasy,20419446
13.2,1,Comedy,39340177
8.2,3,Comedy,532
1.2,1,Comedy,81010
1.2,1,Comedy,12005838
6.8,3,Adventure,1963756
22,20,Comedy,88335
1,3,Comedy,4400000
3,1,Drama,2227000
2.6,20,Adventure,34100000
14.6,20,Drama,18635620
1.6,1,Fantasy,2970
2.4,1,Fantasy,71368
5.75,1,Comedy,6982465
14.4,1,Horror,544476
7,20,Comedy,60072596
1,1,Drama,546904
1.8,1,Drama,13000000
1,1,Drama,105090
26.2,20,Adventure,300228084
5.8,1,Drama,1262691
8,8,Comedy,45000000
1,1,Drama,1420586
2.8,1,Drama,3347647
14.8,1,Drama,5820015
2,1,Horror,99000
8.5,3,Adventure,5093707
14.2,8,Action,6637565
8.8,1,Adventure,20080020
5,1,Comedy,28460702
2,3,Drama,14483352
15,1,Drama,3606395
1.8,1,Drama,21
9,3,Drama,28623900
26,1,Adventure,599045960
9,1,Comedy,4491986
20,20,Horror,155010032
12.4,20,Comedy,51132598
6.6,1,Horror,14796236
24,20,Adventure,361832400
9.2,1,Horror,131183530
24,20,Adventure,128905366
30,30,Adventure,296339527
30,30,Adventure,407711549
30,10,Adventure,459359555
24,5,Adventure,431971116
14.4,1,Adventure,160000000
12,3,'Science Fiction',1579260
1.2,1,Adventure,31244858
8.8,3,Horror,112892319
16,10.5,Drama,5024782
1.2,1,Animation,6500000
2.2,1,Action,1877122
1,1,Fantasy,8910819
4.8,5,Adventure,8084148
20,1,Drama,3692836
6.6,1,Horror,1938049
9.2,20,Adventure,42365581
10.5,1,Drama,339889
3.75,1,Drama,6347072
3,1,Fantasy,34377585
24,30,Action,378882411
10.2,5.5,Documentary,19406406
20,1,Documentary,69389
5.4,1,Action,3554460
10.6,1,Drama,40903593
2,1,Thriller,2544504
8.8,1,Comedy,78756177
8.6,1,Comedy,86930411
21,1,Drama,264118201
1,1,Horror,263941
22,3,Drama,270248367
9,3,Drama,104945305
8,5,Drama,9000000
20,1,Drama,3021629
5.5,20,Western,3000000
3.2,1,Drama,1334786
14,1,Adventure,48795021
2.8,1,Adventure,4200000
15.2,8,Drama,36000000
4.8,1,Drama,4270000
2.8,1,Horror,8403433
4.6,3,Fantasy,7800000
7.4,20,Drama,1132112
10,1,Drama,1929168
1.8,1,Action,3704408
8,1,Drama,19
15.5,30,Thriller,260095987
24,1,Action,278731369
8.4,1,Drama,327418
28,5,Adventure,1108561013
7,1,Fantasy,7385434
21.4,1,Comedy,74952305
22.4,1,Drama,21591728
10,1,Drama,288347692
16.2,30,Drama,224920315
24,3,Action,98159963
1.2,3,Drama,8500000
24,30,Action,261930431
1.8,1,Action,2294357
16.6,1,Drama,6297
5.2,20,Adventure,30638
17.75,1,Drama,850225
18,20,Adventure,6110000
1.4,1,Adventure,68000000
12.2,1,Drama,123572
18.4,3,Drama,48190704
30,1,Fantasy,226904017
11,1,Comedy,27362712
22.4,3,Thriller,127869379
24,30,Animation,321885765
18,1,Drama,42045846
5,1,Horror,1738897
16,1,Drama,21520719
3.2,1,Drama,3
16.2,1,Fantasy,43165571
1,1,Adventure,6
14.2,1,Action,2154540
24,20,Drama,204594016
2.75,3,Comedy,4532791
19.6,1,Comedy,32005248
22,1,Comedy,169852759
30,1,Adventure,26121638
16.4,1,Fantasy,78309131
7.4,20,Action,83615414
2.8,1,Drama,16810383
19,30,Adventure,1123746996
28,1,Drama,58785180
7,1,Drama,67738090
12.2,5,Drama,24188922
26,10,Comedy,271430189
18.2,20,Drama,105610124
8.75,1,Drama,1644755
12.4,1,'Science Fiction',22000
17,1,Drama,867714
9,8,Drama,11500000
14.6,1,Action,4594452
22,1,Drama,617000
18.4,1,Adventure,357852395
15.2,1,Comedy,83761844
10.6,1,Drama,7242035
1,5,Drama,14000000
6.6,3,Adventure,2945600
18.2,1,Drama,34710627
1.4,1,Drama,658000
13.4,3,Drama,15445131
3.6,10,Drama,24000000
22,1,Comedy,237382724
13.6,10.5,Animation,591794936
18.2,1,Comedy,86387857
1.8,1,Comedy,698200
13.4,1,Drama,5241315
1,1,Drama,110197
1.4,1,Drama,62949
8.6,1,Drama,3309421
1.25,1,Drama,8892589
1,1,Action,14961069
3.2,8,Adventure,12000000
4.2,3,Drama,16093651
12.8,1,Drama,13831503
7,3,Drama,715
3.2,1,Drama,4100000
5.6,20,Drama,43
3,1,Comedy,29456000
24,1,Comedy,310650585
14.2,5,Comedy,4
3.2,1,Thriller,2387928
10.4,5,Drama,60251371
24,1,Adventure,97552050
3.8,1,Action,7
12.2,1,Comedy,112483764
8.6,1,Documentary,20
20,1,Drama,34705850
9.6,1,Drama,771499
2,1,Drama,1100000
2.8,1,Horror,2683519
2.4,5,Comedy,18492362
8.6,3,Comedy,100
9,1,Drama,10070000
11.5,1,Drama,6742168
1.8,1,Horror,10604986
1.2,1,Horror,151203
16,1,Drama,278720
18.2,1,Animation,6629178
16.5,1,Animation,4562146
24,1,Drama,39187783
6.2,1,Drama,22228000
2.4,1,Comedy,8
28,20,Action,624026776
21,1,Drama,49830607
10.6,30,Adventure,140073390
4.2,1,Drama,37895
30,1,Drama,23081726
1,1,Documentary,269823
3.6,1,Horror,22424195
14.4,3,Drama,24145613
3.25,1,Horror,177512032
6.6,5,Drama,6834525
16.2,1,Adventure,563749323
16.2,3,Drama,123820
22,1,Drama,211780824
1,1,Drama,2000000
8.8,1,Fantasy,4100000
14.4,3,Drama,16153593
15,1,Drama,12000000
18.25,1,Thriller,1244381
1.6667,1,?,2685000
4.25,3,Fantasy,241
9.2,20,Drama,346297
1.4,1,Action,17566040
2.25,20,Adventure,108154
8.6,10,Drama,566736
1.25,1,Drama,10000
24,1,Drama,9455232
1,1,Documentary,3045943
1,1,Comedy,5000000
10.2,1,Adventure,7496681
1.6,1,Drama,4300000
1.5,1,Horror,2171000
7,1,Thriller,27046
26,1,Drama,48668907
1.8,8,Comedy,178174
6.8,1,Drama,1056938
20.2,8,Fantasy,229147509
2,1,Comedy,5850000
5.8,15.5,Adventure,2340363
1.75,1,Drama,4214668
11.4,1,Drama,88000
4.8,1,Drama,5363000
13.8,3,Drama,51148651
10.8,3,Horror,83188165
1,1,Drama,694438
1.8,1,Drama,4000000
8.6667,20,Drama,1276000
1,3,Drama,430041
20,1,Drama,6491240
8.4,1,Adventure,16504936
5.75,30,Drama,4242978
12.25,1,Drama,352810
12,30,Drama,538000
12.2,3,Drama,1755212
2.8,1,Drama,1247946
3.25,1,Drama,15934737
2.25,8,Drama,10474
30.25,1,Drama,9479718
24,20,Adventure,35692920
28,1,Drama,4882577
1.25,1,Comedy,527000
26,8,Drama,327803731
28,25,Adventure,252276927
5.6,1,Thriller,3065860
11,1,Drama,8538318
1,1,Drama,127251
20,20,Drama,67112664
18.2,1,Fantasy,346594
1,1,Adventure,14817006
1,1,Animation,7232965
24,30,Adventure,185770160
22,8,Adventure,303025485
12.6,1,Action,1163967
12.6,1,Comedy,1404
2,3,Drama,753808
10,20,Drama,37000000
12,1,Drama,12000
7.8,1,Drama,1
12.2,20,Drama,6732980
16,20,Drama,324138
11.2,5,Drama,117463
17,1,Comedy,254455986
4,1,Comedy,5275000
24,3,Drama,414211549
3.75,1,Documentary,11000
18.4,3,Drama,1083683
5.75,5,Comedy,1600000
1.2,1,Adventure,396003
1,3,Drama,288
16.2,1,Drama,2614773
24.6,3,Animation,189712432
3.2,3,Adventure,1
11.8,1,Drama,5
1.25,1,Fantasy,4159678
18.2,20,Adventure,484635760
14.6,1,Fantasy,36993168
3.6,3,Adventure,312642
5.6,8,Drama,2411145
16.2,5,Adventure,144492830
6,3,Comedy,400654
1,3,Documentary,187716
6.2,5,Drama,19319254
8.4,1,Drama,12413650
20,8,Drama,21355893
10.2,1,Comedy,2438031
14.4,3,Drama,12902790
14.2,3,Drama,850994
12.2,1,Drama,464000
2.4,8,Comedy,12065892
1.25,1,Drama,124994
1,1,Drama,302553
6.8,5,Adventure,1
3.25,1,Drama,1262091
6.75,1,Animation,12000000
20.6,1,Fantasy,28931401
12.6,1,Drama,6045657
6.6,3,Action,4303351
4.4,10,Drama,9789900
1.4,1,Drama,96263
12.75,1,Drama,15453274
6.75,1,Drama,609524
6.6,10,Documentary,80
18.4,1,Drama,5979011
1,1,Action,4601256
18.4,1,Drama,48398
1,3,Fantasy,3992809
20,20,Drama,1030938
4,1,Action,939423
9.2,1,Drama,6321392
5.75,1,Drama,1720953
2.4,1,Horror,1198346
4,1,Adventure,439564
4.8,20,Comedy,16928137
9.4,1,Drama,12643776
1,1,Drama,349899
20,20,Adventure,389681935
10.6,1,Fantasy,7025496
10.75,5,Comedy,2297493
3.2,1,Comedy,3818452
8.8,20,Comedy,30688860
30,5,Adventure,346302504
5.4,10,Drama,1666511
22,1,Drama,96047633
30,5,Drama,27462041
5.8,20,Drama,354704
1.2,1,Thriller,5481471
10.4,3,Adventure,51723285
1,8,Adventure,1793598
6,1,Adventure,1528163
13.25,1,Thriller,6
6,3,Drama,19
3.25,1,Drama,1777020
3,3,Action,3142763
14.4,1,Adventure,20348249
16,1,Comedy,45735397
22,5,Drama,6063556
18.4,30,Horror,97009150
34,1,Adventure,57777106
34,30,Drama,1084939099
12,1,Action,41037742
30,20,Adventure,1021103568
9.8,1,Horror,3000000
3.2,1,Horror,6500000
10.4,1,Drama,12918858
7,1,Adventure,16656125
28,1,Animation,665692281
7.2,3,Drama,5731103
16,1,Adventure,27122040
22.2,10.5,Adventure,585178928
20.2,1,Comedy,75450437
32,30,Adventure,662845518
16.2,10,Fantasy,61648500
12.6,20,Action,31083599
18.4,3,Action,46221189
15,20,Adventure,284139100
24,1,Action,173930596
38,30,Adventure,353624124
15,8,Thriller,89162162
1,1,Drama,1
26,20,Action,174822325
1,1,Drama,1700000
10.8,20,Fantasy,16178959
1,3,Fantasy,100477
10.8,2.125,Animation,90874570
10,1,Drama,40492759
26,3,Drama,124272124
16.6,1,Drama,4186931
14,1,Documentary,7732325
2,1,Comedy,3
5.75,1,Drama,427628
17,1,Drama,929606
2.2,1,?,9818377
16.2,1,Drama,31815
13.2,1,Drama,3790493
22,5,Comedy,4349187
10.4,1,Drama,2500000
1,1,Documentary,34664
12.8,1,Drama,907456
18.4,8,Adventure,38992758
1,1,Horror,749981
22,1,Drama,85412898
4,1,Horror,25562924
20,1,Animation,183953723
14.4,20,Adventure,63782078
19.6,3,Drama,791830
1.2,1,Comedy,3877492
20.2,1,Comedy,150483765
24,10,Comedy,214918407
15,20,Drama,17479
22,30,Adventure,712171856
24,30,Adventure,829000000
9.6667,1,Documentary,57
28,1,Drama,142851197
22,1,Comedy,24159934
1.2,8,Horror,154323
20,1,Drama,6928068
24.2,30,Drama,970816
2.6,8,Drama,2616503
11,1,Drama,3538446
9.5,1,Thriller,8020
22.2,1,Drama,19504039
6.6,1,Adventure,479099
8,30,Drama,841733
6.2,20,Drama,53213633
1,1,Drama,150000
9.3333,1,Drama,537
8.4,10.5,Animation,14460000
1,8,War,20967660
16,1,Drama,1188194
1.5,1,Drama,1708837
1,1,Drama,766075
1.8,3,Drama,1893139
10.2,20,Comedy,299792
15,1,Drama,1
3.6,1,Drama,159429
6.2,1,Drama,4800080
7.4,1,Comedy,1611000
36,30,Action,626137675
17,1,Drama,1345903
24,20,Comedy,117000000
9,1,Comedy,10130000
2.4,1,Action,43059790
20,1,Documentary,360895
3.4,1,Fantasy,145570827
1.8,1,Comedy,5980
20,3,Drama,59389433
22.2,1,Thriller,161849455
1,1,Drama,4250000
8.6,5,Drama,144633
14.6,1,Drama,1126525
10.2,1,Drama,790421
18,1,Drama,908000
4.5,1,Drama,33245
9.2,1,Animation,246574
15.25,5,Drama,2281585
8.8,1,Drama,953
22,1,Comedy,6861102
8,1,Comedy,7241180
1,1,Animation,309973
4.8,1,Horror,12884923
22,1,Comedy,216197492
22,20,Adventure,132274484
25,1,Drama,102000000
22,8,Fantasy,160112671
1.8,1,Thriller,149337
20.4,1,Drama,11129057
9.2,1,Drama,8100000
14.4,1,Drama,3028094
3.6,1,Comedy,9713500
13.4,1,Comedy,256249
1.5,3,Adventure,19010585
10.25,3,Drama,14000000
4.8,3,Drama,1400000
1,3,Adventure,291243
12.4,1,Comedy,6166819
1,1,Drama,799674
3,1,Documentary,28200
12.4,1,Drama,168462
10.2,1,Drama,100544
22,1,Comedy,204940
5,30,Comedy,43000000
18.2,1,Action,337580051
1,20,Drama,2611555
5.8,1,Comedy,11000863
