@relation 'final_predict-weka.filters.unsupervised.instance.SubsetByExpression-Enot ismissing(ATT5)-weka.filters.unsupervised.instance.SubsetByExpression-Enot ismissing(ATT6)-weka.filters.unsupervised.instance.SubsetByExpression-Enot ismissing(ATT7)-weka.filters.unsupervised.instance.SubsetByExpression-Enot ismissing(ATT8)-weka.filters.unsupervised.instance.SubsetByExpression-Enot ismissing(ATT9)-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.Remove-R4,6-8'

@attribute actor_factor numeric
@attribute director_factor numeric
@attribute genre {Drama,Comedy,Action,Adventure,Animation,Horror,Documentary,Western,Thriller,Fantasy,History,Mystery,Romance,'Science Fiction',Family,War,Crime,Music,Foreign,'TV Movie'}
@attribute score_cn numeric

@data
22,1,Action,5.7
19.2,20,Action,6.8
20,5,Drama,7
18.6,3,Animation,5.6
3.25,1,Comedy,0
2.4,1,Comedy,5.9
1.2,1,Comedy,0
2.8,5,Thriller,6.9
22.2,20,Drama,6.5
20.2,1,Fantasy,6
12.6,1,Comedy,7.4
30,1,Drama,8.2
24,30,Drama,7.6
22.2,1,Drama,7.1
16,3,Drama,7
6.2,10,Drama,0
18,1,Drama,6.8
24,1,Action,0
12.2,1,Adventure,0
1,3,War,0
16,1,Horror,6.6
2.75,1,Drama,6.5
12.2,1,Drama,7.2
18,1,Horror,5.5
13.2,1,Action,0
1,1,Documentary,0
7.75,1,Drama,7.3
1,1,Drama,6.9
3.2,1,Drama,5.5
22.6,1,Drama,8
15,20,Drama,7.9
3.6,3,'Science Fiction',6.2
13,1,Comedy,7.8
1.25,2,?,0
17,1,Adventure,7.4
7.5,3,Adventure,8.4
10.8,3,Adventure,6.3
20.2,3,Animation,8
20.6,30,Fantasy,6.3
14.4,30,Animation,7.4
24,20,Drama,6.9
1.2,1,Action,0
13,1,Drama,0
6.6,5,Drama,7.1
1,1,Adventure,5.7
1,1,Drama,7.1
13.25,1,Animation,0
12.75,1,Adventure,0
2.6,1,Fantasy,6.7
1.2,1,Action,7.3
1,1,Drama,0
14.6,1,Adventure,5.9
2.2,1,Drama,0
1.25,1,Drama,5.9
19.2,1,Drama,6.9
14.8,3,Drama,7.9
26.6,20,Comedy,6.5
12.2,1,Comedy,0
14.2,1,Drama,7.1
10.2,3,Action,6.8
1,1,Documentary,0
1,1,Documentary,8
1,1,Thriller,6.7
2,3,Drama,0
3.5,1,Drama,6.8
10.6,20,Drama,7.5
1.3333,1,Romance,5.7
1.6,1,Drama,0
3.8,1,Comedy,0
26.2,1,Comedy,6.4
25,1,Drama,7.1
8.4,1,Comedy,6.1
10.2,3,Drama,7.4
8.6,1,Adventure,6.2
2.8,1,?,0
8,1,Drama,0
1.3333,3,Action,7
1.2,1,Comedy,7.3
1,1,Drama,6.5
4.8,3,Adventure,0
2,20,Drama,7
1,1,Documentary,8.1
24,3,Comedy,6.8
1.4,1,Drama,7.1
1,1,?,0
34,20,Adventure,7
20,1,Drama,6.4
18,1,Drama,6.9
20,20,Drama,7.7
22.2,1,Drama,7.6
15.2,1,Adventure,5.6
24,12.5,Action,6.8
24,1,Thriller,6
28,20,Drama,7.3
18,1,Drama,6.9
6.5,3,Drama,8.1
30,20,Comedy,7
8.6,3,Drama,0
1,1,Drama,0
2.2,1,Horror,4.3
18,1,Drama,7.5
1.5,1,Documentary,8.4
13,1,Drama,5.8
10.4,1,Action,7
1.2,1,Drama,0
3.6,1,Drama,0
2,1,Music,6.2
6.2,3,Drama,0
20.6,1,Drama,6.8
16,1,Drama,6.8
22.4,30,Drama,8
12.4,20,Animation,7.2
2,1,Drama,0
1,3,Drama,6.9
8.5,1,Drama,0
3.25,1,?,0
8.4,1,Thriller,6.6
2,1,Drama,8.8
2.8,1,Horror,0
4,3,Comedy,7.1
1,1,Drama,0
2.2,1,Drama,0
6.8,1,Drama,0
1,3,Action,6.8
8,1,Crime,0
35,3,Documentary,8
7.4,1,Action,0
13.2,3,Drama,0
5.2,3,Drama,0
13.4,20,Comedy,6.8
5.2,8,Documentary,8.1
1,20,Drama,5.9
3,5,Drama,0
16.2,1,Action,7.6
1.2,3,Comedy,0
1,3,Drama,0
8.8,1,Comedy,6.9
18,20,Adventure,6.6
14.5,1,Drama,0
22,30,Drama,8.5
24,10,Adventure,7.5
22,3,Drama,8.1
24,20,Drama,6.2
17,20,Adventure,7.6
20.4,20,Drama,6.9
26,8,Adventure,6.3
24,30,Drama,7.6
28,40,Drama,8.2
26,1,Adventure,7.7
19.6,1,Adventure,5
28,3,Drama,6.4
15,1,Drama,6
6,1,Adventure,7.5
23.6,1,Drama,7.9
1,1,Drama,6.7
1.4,1,Action,0
1.8,1,Drama,0
3.4,3,Drama,0
1,3,Adventure,0
24.2,3,Drama,6.2
5,3,Comedy,5.8
10.4,1,Comedy,0
1,1,Drama,0
20,20,Action,5.8
30,20,Adventure,6.7
8.6,1,Horror,0
1,1,?,0
30,20,Action,5.1
24,1,Thriller,6.6
1,1,Comedy,0
13.2,1,Drama,5.7
20.2,1,Drama,4.6
2.4,1,Drama,7
1,1,Drama,0
6.2,10,Thriller,7.6
16.4,1,Drama,6.7
8.8,1,Action,4.8
16.2,1,Comedy,6.3
6,1,Drama,7.6
8.2,1,Drama,6.2
12.4,3,Adventure,6.8
30,20,Adventure,7.1
6.8,1,Action,0
1.75,1,Drama,7.4
11.8,1,Horror,5.4
15.6,8,Comedy,0
7.4,1,Horror,4.4
10.8,3,Fantasy,5.4
28.4,20,Horror,5.6
11.6,1,Drama,7.6
8.6,1,Drama,0
14.4,1,Comedy,0
1,1,Action,5.4
3.75,8,?,0
14.4,1,Drama,7.6
12.2,1,Fantasy,7.7
1,1,Horror,0
18.6,10,Comedy,5.8
22.4,30,Fantasy,7
20.2,30,Drama,8.2
18.4,20,Drama,7.3
20,1,Adventure,6.9
23,20,Comedy,6.8
1.2,3,Drama,7.9
3.25,1,Drama,6.9
20.6,1,Fantasy,6.3
16,1,Drama,6.7
13.6,1,Action,6.2
20.2,1,Adventure,6.4
18,1,Drama,6.7
28,1,Drama,5.1
24,1,Adventure,6.2
21,3,Adventure,6.4
20,1,Drama,7.2
2.6,1,Horror,6.6
14,1,Adventure,5.9
1,1,Documentary,7.5
1.2,1,Drama,7.3
18,30,Drama,7.7
1,20,Drama,7.9
17.5,10,Adventure,7
6.4,1,Drama,5.1
15.6,1,Drama,6.5
23,8,Drama,6.6
1.2,1,Drama,0
1.6,3,Drama,6.4
2,1,Comedy,0
1.2,1,Drama,7.7
22,6.5,Animation,6.8
18.2,1,Drama,7.4
20,1,Comedy,7.5
1.2,1,Drama,7.3
1,1,Drama,7.8
24,20,Drama,8.7
17,1,Comedy,7.4
19,1,Drama,7.8
6.8,1,Drama,6.6
20.6,1,Drama,8
12.2,1,Drama,8.4
1.2,1,Drama,7.5
18.4,1,Drama,6.3
18,1,Drama,6.5
13.2,1,Drama,0
6.8,1,Documentary,8.1
5.75,1,Comedy,0
6.6,1,Drama,0
28,5,Adventure,6.9
30,1,Drama,5.7
8.6,7.3333,Animation,8.3
26,3,Thriller,6.9
24,20,Thriller,7.5
6.6,1,Action,7.5
26,3,Drama,6.1
26,1,Comedy,7.1
16.4,3,Drama,7.2
17.2,1,Drama,7.3
40,3,Adventure,6.8
24,30,Adventure,6.1
20.6,1,Drama,7.8
15.25,40,Drama,7.8
20,1,Adventure,5.6
34,20,Adventure,7.4
30,20,Adventure,8.5
12.6,20.5,Adventure,6.2
1.5,1,Horror,5.7
12.2,2,Comedy,6.5
24,3,Fantasy,7.8
12.4,3,Comedy,8.9
26,1,Drama,6.4
10.4,20,Drama,7.6
6.8,30,Drama,5.4
13.2,1,Horror,5.5
13.6,20,Adventure,6
14.4,1,Drama,6.9
24,15,Adventure,5.4
8.6,8,Drama,8
1.4,1,Action,5.1
2,1,Comedy,0
10,1,Comedy,0
26,20,Drama,7.9
1,1,Drama,8.8
18.2,1,Adventure,7.2
18.6,3,Adventure,7.4
12,1,Fantasy,0
11.4,1,Drama,9.1
13,1,Drama,6.1
4.6,1,?,0
20.25,1,Action,6.1
24,1,Drama,6.3
32,1,Drama,6.5
2.8,1,Thriller,5.5
6.6,1,Drama,6.6
10.4,20,Drama,8.3
10.5,1,Horror,5.9
3.25,1,Drama,0
22.4,20,Drama,6.5
18.2,1,Fantasy,6.4
1,1,Comedy,0
26.2,3,Action,4.9
9,1,Horror,6.8
24,1,Animation,7.2
16.2,1,Adventure,6.4
16.2,1,Comedy,6.5
13.4,20,Drama,5.6
6.2,1,Drama,6.5
6.6,1,Drama,8.7
3.2,1,Comedy,0
4.5,1,Fantasy,0
5.8,4.5,Drama,7.9
6.6,5,Drama,8.2
8.6,1,Comedy,0
13.75,8,?,0
2.8,1,Documentary,7.1
12.4,1,Drama,0
14.4,1,Drama,7
11.5,1,Thriller,0
18,1,Adventure,7.6
1.6,1,Action,6.1
1.2,1,Drama,8.1
1.25,1,Drama,7.1
2.8,1,Horror,4.5
1,1,Drama,0
19.6,1,Drama,5.9
8.5,1,Documentary,0
5.8,1,Thriller,0
3.25,1,Fantasy,0
1,1,Action,0
16.2,1,Horror,4.7
22,3,Comedy,6.1
2.8,30,Drama,6.5
4.8,1,Action,0
1.6,1,Animation,0
16,5,Comedy,6.1
14.2,1,Drama,6.1
1.2,1,Comedy,0
1.8,1,Drama,6.9
28,20,Adventure,6.9
16.4,1,Drama,7.5
3.3333,1,Horror,5.7
18,21.6667,Animation,8.2
20,30,Comedy,8.9
1,1,Adventure,7.3
22.2,1,Drama,5.6
17,20,Drama,7.8
1,1,Documentary,8.8
1,1,Drama,7.8
18.6,1,Horror,5.4
23,30,Fantasy,6.1
16.8,1,Drama,7
1,1,Drama,0
32,1,Fantasy,8
1.4,1,Drama,0
9.4,4.5,Drama,6.9
8.6,3,Adventure,6.3
2.8,1,Horror,0
1.2,3,Horror,0
1,1,Drama,0
16.4,1,Action,6.1
7.4,1,Family,0
26,20,Comedy,7.5
6.4,3,Drama,7.5
26,20,Thriller,6.2
12.4,20,Horror,6.4
22,10,Drama,6.1
17.6,2,Drama,6.6
16.4,1,Drama,7.3
32,1,Drama,7.3
12.6,1,Comedy,6.7
18,1,Horror,7.3
20.4,1,Action,6.6
10.8,1,Comedy,5.4
24,3,Drama,6.5
18,1,Comedy,7
13.2,20,Adventure,8.6
28,1,Drama,7.7
30,3,Drama,8.5
22,1,Drama,6.6
17.2,30,Adventure,5.5
24,3,Adventure,7.9
14,1,Adventure,7.4
1,1,Drama,7.7
3.25,1,Horror,5.2
46,30,Action,7.7
1.2,1,Comedy,0
22,16.6667,Drama,8
20.6,20,Drama,8.2
34,1,Drama,7.6
20.6,1,Adventure,7
2.25,1,Drama,6.6
13.8,1,Drama,0
2.8,1,Horror,6.6
3.2,1,Drama,0
4,3,Drama,0
9.8,20,Comedy,6.8
2.4,3,Fantasy,7.6
10.8,5,Drama,7.2
9,1,Comedy,6
24,1,Drama,4.9
15,8,Drama,7.4
15.6,1,Drama,5.9
1,1,Documentary,7.7
17.6,3,Drama,7.5
8.8,20,Drama,6.5
20,1,Thriller,6.5
22,1,Drama,6.2
10.8,10.5,Documentary,8.9
1.2,1.4,Horror,6.3
9,1,Drama,6.3
6.8,1,Drama,6.6
26,30,Drama,7.9
3.6,1,Comedy,7.2
9,1,Drama,8.5
8.75,1,Comedy,6
7.2,1,Drama,7.6
1,1,Drama,7.5
7,3,Drama,6.4
7.5,1,Adventure,0
1.4,1,Drama,7.3
5.75,1,Comedy,7.1
1.4,1,Horror,0
3.5,8,Action,7.1
7,1,Drama,0
3,3,Adventure,6.9
10.4,1,Comedy,7.6
22,1,Drama,5.9
1.2,1,Action,0
8,1,Fantasy,5.1
20,20,Drama,7.5
17.8,5,Comedy,6.4
15.25,25,Drama,8
30,8,Adventure,5.7
3,1,Drama,8.5
24,8,Comedy,7.6
1.2,1,Comedy,6.2
2.8,1,Drama,0
16.2,30,Drama,6.9
30,20,Adventure,6.9
1,5.5,Drama,5.8
24,1,Action,6.3
16.4,3,Comedy,6.7
7,1,?,0
3.25,1.5769,Horror,5.6
14.2,1,Drama,7.2
28,1,Drama,7.2
18.6,30,Drama,6.5
18.4,1,Drama,6.5
18.2,20,Drama,7.2
12.6,1,Drama,6.2
22,3,Drama,6.3
4.8,1,Action,0
24,1,Comedy,5.9
13.8,1,Drama,6.4
28,5.75,Comedy,6.3
12.6,1,Action,7.4
2.8,1,Adventure,9
20.4,1,Drama,6.4
6.6,1,Drama,6.4
14,1,Comedy,7.2
12.6,3,Drama,7.7
11.2,1,Drama,6.9
2.6,3,Drama,7.4
1,1,Drama,0
10.2,1,Adventure,6.7
17.2,30,Drama,7.1
14,1,Drama,6.2
28.6,1,Drama,6.8
14.2,20,Comedy,6.6
6.8,1,Horror,4.6
20,20,Documentary,8.7
5.75,3,Adventure,0
1.5,1,Comedy,0
8.8,20,Action,5.8
11.2,1,Comedy,6.1
1,1,Drama,8
5.75,1,Drama,8.2
1,5,Romance,0
26,30,Adventure,6.6
10.4,1,Horror,5.4
18.2,1,Drama,5.7
4.8,1,Horror,5.5
1,1,Drama,0
8.4,1,Drama,6.6
16.4,8,Animation,8
5.8,1,Western,0
20,3,Adventure,5.8
8.8,1,Horror,5.6
10.4,3,Thriller,0
15.25,3,Drama,5.8
3.25,1,Action,7.5
16,30,Action,5.6
1,3,Fantasy,8
8.4,1,Drama,0
5.75,1,Drama,8.5
14,1,Drama,7.1
26,20,Drama,8.8
1.8,1,Drama,8
1.2,1,Drama,0
8.8,1,Drama,7.6
11,1,Drama,6.1
11.8,10,Action,5.6
18.2,1,Drama,6.1
24,3,Drama,7.6
6.6,30,Drama,0
11.6,1,Drama,6.5
22.4,20,Drama,7.2
16,10,Adventure,6.3
4.6,1,Drama,0
1.2,1,Drama,6.5
3.2,1,Drama,0
40,20,Adventure,7.1
14.8,2,Comedy,6.2
4.75,3,Horror,4.5
34,25,Adventure,7.9
8.8,1,Comedy,6.1
1,1,Fantasy,0
2.8,3,Horror,6.7
7.2,1,Documentary,7.9
16.2,3,Drama,7.5
5,1,Adventure,7.4
2,1,Comedy,0
24,1,Adventure,6.9
16,1,Fantasy,6
1,1,Drama,0
1,10,Comedy,0
7.75,1,Drama,0
4.8,3,Fantasy,7.6
1,1,Drama,0
3.4,4.1667,Drama,7
4.8,1,Drama,9
17,1,Drama,7.9
6.6,1,Horror,6.6
1,3,Thriller,7.7
8.8,1,Drama,6.6
1.8,1,Drama,7.5
22.4,30,Drama,7.6
30,20,Action,5.7
9.4,4.5,Comedy,6.8
1.25,1,Drama,7.9
3.8,1,Animation,7.8
24.4,20,Drama,5
1,1,Drama,7.5
8,1,Action,0
5.6,1,Drama,0
20,10,Comedy,6.3
16.6,8,Drama,8.1
17,1,Comedy,6.4
20.2,20,Comedy,6
18,1,Animation,7.1
5.8,1,Drama,4.2
10.4,3,Drama,6.8
1.6,20,Drama,7.8
5,1,Drama,7.4
1,1,Drama,7
7.2,3,Fantasy,8.7
16.2,1,Drama,6.7
22,1,Drama,7.2
1,5,Action,6.5
18,1,Drama,7.4
21.6,1,Drama,6.7
32,5,Drama,6.6
3.25,1,Drama,0
12.6,1,Romance,6.6
11,1,Drama,0
8.8,1,Drama,7.5
11.2,1,Comedy,0
22,1,Drama,7.2
1,1,Drama,0
18.6,1,Comedy,7.6
1,1,Comedy,0
20.4,1,Comedy,6.5
18,30,Adventure,8.3
12.2,1,Animation,0
22,20,Drama,7.3
2.4,10,Action,6
1,1,Action,6.7
1.2,1,Adventure,6.1
6.4,1,Drama,7.7
8.6,1,Adventure,7.5
10.5,1,Fantasy,6.7
14.2,3,Drama,0
20,3,Action,6.3
22,3,Drama,7.5
22,20,Drama,6.8
7,1,Drama,5.1
1.25,3,Drama,8.8
1.2,1,Drama,7.2
14.4,3,Drama,7.8
1,1,Adventure,6.5
32,20,Adventure,5.4
18.2,1,Drama,0
5.2,1,Drama,8.5
18.2,1,Drama,7.5
1,1,Drama,7
20.4,1,Horror,5.1
18.2,3,Drama,8.6
1.8,8,Horror,5.8
10.6,3,Horror,6.2
1.4,1,Horror,0
9.4,1,Adventure,5.4
1.4,1,Comedy,0
1,10.5,Documentary,8.1
5.6,1,Action,7.1
30,1,Comedy,6
17.6,30,Action,6.4
8.8,1,Comedy,8
9,1,Animation,7.1
10.8,20,Drama,6.4
12.8,3,Drama,6.1
7.3333,1,Drama,8.3
20.6,1,Drama,8.1
36,30,Adventure,8.2
6.75,1,Comedy,0
8.4,1,Drama,6.2
4,1,Drama,0
2,1,Drama,8.3
3.6,1,Action,6.5
18.4,1,Drama,7.7
1,1,Thriller,0
2,1,Adventure,8.2
30,5,Adventure,6.1
1,3,?,9.2
8,1,Drama,7.2
2.8,1,Comedy,0
5.4,1,Drama,0
1.2,3,Horror,0
20,3,Drama,6.9
3.75,1,Drama,6.5
1.8,1,Comedy,0
34,30,Action,6.9
28,1,Drama,6
1.4,1,Drama,0
30,1,Drama,6.5
16.2,8,Action,8.7
24,1,Adventure,7.2
30,8,Comedy,7.3
26.4,5,Action,8
1.6,1,Drama,7.5
5.2,1,Documentary,7.3
40,1,Adventure,6.7
5.8,3,Drama,7.1
18,1,Action,6.1
24,8,Comedy,7.4
21,30,Horror,7.6
1,1,Fantasy,6.2
6.4,1,Horror,5.7
1,1,Fantasy,0
1,1,Adventure,0
13,3,Drama,7.3
1.2,1,Horror,0
5.8,1,Horror,5.4
26,3,Drama,5.4
1.5,1,Comedy,7.2
10.8,3,Horror,4.7
1,1,Documentary,0
28,1,Adventure,7.7
8.8,1,Drama,0
28,30,Adventure,7.1
6.4,1,Adventure,4.9
23,20,Drama,7.6
1,1,Adventure,8.1
2.75,1,Action,5.6
26,3,Drama,6.5
1,3,?,0
3.25,1,Adventure,5.9
1,1,Drama,0
1,1,Thriller,0
1,1,Action,6.5
19.4,20,Drama,5.6
17.6,1,Drama,5.9
13,20,Comedy,5.9
11.6,1,Horror,5.9
5,10,Drama,6.2
10.4,3,Adventure,6.4
11,20,Drama,7.1
30,1,Thriller,5.7
1,1,Horror,4.6
16.2,3,Drama,6.1
17.4,1,Action,5
22.6,20,Drama,8
25.6,1,Drama,5.2
32,1,Comedy,6.6
4.8,1,Horror,5.1
10.8,3,Comedy,5.9
10.6667,1,Action,6
11,1,Action,4.8
1,1,Comedy,0
20,20,Adventure,6.5
1.2,3,Action,6.1
14.2,8,Drama,7.6
1.4,1,'Science Fiction',7.4
3.2,1,Drama,7.2
1.25,3,Adventure,0
1,1,Drama,0
1,3,Comedy,8.3
1,1,?,0
5,30,Animation,7.8
1,8,Fantasy,8.3
26,1,Comedy,6.4
1,1,Animation,5.8
15,20,Animation,8.7
24,20,Fantasy,6.8
1.4,1,Drama,6.9
4.8,1,Comedy,7.5
5.4,3,Adventure,6.4
18.4,1,Thriller,6.3
22,3,Drama,8.6
9,3,Drama,8.3
16.4,1,Drama,6.5
34,1,Drama,8.3
24,1,Drama,8
14.2,3,Drama,8.3
20,1,Adventure,7.6
26.4,5,Drama,6.4
30,40,Drama,5.5
1.4,5,Drama,7.3
16.2,1,Animation,7.7
4.6,1,Comedy,7.2
1,1,Drama,5.5
1.8,1,Adventure,6.9
20,10.5,Animation,7
3,1,Drama,0
7.6667,1,Western,0
16,1,Drama,5.9
21.6,1,Drama,6.3
1.25,1,Comedy,7.2
2.4,1,Comedy,0
26,20,Action,7.4
5,1,Drama,8
22.2,1,Comedy,5.5
16,1,Drama,5.8
7.25,1,Comedy,6.6
20,1,Drama,6.3
32,30,Adventure,9.1
28,1,Adventure,6.4
28,1,Drama,6.5
8.4,1,Drama,7.4
6.6,30,Comedy,6.6
25.25,1,Drama,6.8
16,1,Horror,4.9
12.8,1,Horror,6.6
24,1,Drama,6.5
18.2,1,Drama,7.1
15.6,20,Fantasy,5.8
8.6,3,Adventure,8.5
14.6,1,Drama,6.2
8.6,1,Drama,6.5
24,1,Thriller,6.9
15,5,Drama,6.2
17.5,1,Thriller,7.3
16.6,8,Horror,5.6
26.2,20,Adventure,6.2
22,1,Drama,6.9
16.2,1,Western,5.7
1,1,Horror,6.7
1.4,1,Comedy,7.8
3,1,Drama,5.3
2.8,1,Documentary,8
1,3,Action,5.3
4.6,1,Drama,0
1,1,Horror,3.3
26,3,Animation,7.4
16,1,Drama,5.3
1.2,1,Drama,7
25.6,20,Drama,7.9
3.4,1,Drama,7.3
5.6,1,Drama,6.7
12.2,1,Drama,8.1
2.4,1,Comedy,0
1.4,1,Adventure,8.2
24,30,Drama,6.5
1.8,10,Drama,7.5
22.2,1,Drama,5.6
1.4,2,Fantasy,5.6
28.6,3,Drama,6.3
1.2,1,Drama,7.2
18.2,1,Adventure,6.2
20,1,Adventure,4.2
2.2,1,Comedy,6.4
10.4,3,Drama,7.7
1,1,Drama,6.9
4.8,1,Adventure,4.6
20,40,Fantasy,5.8
3.75,10,Comedy,6.7
12.4,1,Horror,4.6
46,30,Action,8.3
18.4,20,Action,6.1
32,1,Drama,6.6
22,5,Adventure,4.6
18.8,3,Drama,4.6
1,3,?,6.4
17.6,1,Drama,7.8
1,1,Documentary,0
10,3,Adventure,7.5
24.2,20,Drama,6.3
20.2,5.5,Fantasy,7.7
6.75,1,?,0
30,3,Drama,6.8
20.2,1,Drama,7.8
7.3333,20,Horror,5.8
1,2,Comedy,7
1,1,Drama,0
22,20,Adventure,7.6
21.6,1,Adventure,5.8
20.2,1,Drama,6.1
12.4,1,Horror,5.4
4.8,1,History,0
24.2,20,Horror,6.6
9,1,Adventure,5.8
14.4,1,Comedy,5.7
14.2,1,Drama,6.3
10.4,1,Drama,6.1
25,1,Drama,5.6
21,1,Drama,6
22,1,Animation,7.3
14,1,Comedy,5.4
18,1,Drama,0
22,1,Animation,6
3.25,3,Adventure,0
1,1,Drama,6
18,1,Drama,6.6
4.8,3,Drama,6.6
18,20,Adventure,8.6
26,3,Adventure,7.7
6,1,Comedy,6.1
2.4,1,Drama,8.3
6.2,1,Comedy,0
1.8,3,Drama,6.2
1.2,1,Drama,6.2
1,1,Drama,8.1
1,1,Fantasy,0
6.8,1,Animation,7.1
2.8,1,Action,7.8
20.5,1,Documentary,0
16.2,20,Drama,8.4
24,30,Thriller,6.6
7.6,3,Comedy,7.4
26,1,Adventure,7
1.2,3,Drama,0
18.2,20,Thriller,6.9
1.4,1,?,0
9,1,Drama,6.2
32,1,Drama,6
1,1,Drama,5.2
3.6,1,Animation,0
1,1,?,6.9
11.4,20,Comedy,5.6
25.6,10,Adventure,6
4.2,10,?,0
2,1,Drama,0
5,1,Romance,7.6
3.25,1,Horror,5.4
1,3,Documentary,7.9
24,12.5,Action,6.8
1,5,Drama,0
17,1,Comedy,6.3
1.6,5,Thriller,6.3
5,1,Comedy,7.4
14.8,20,Adventure,4.8
7.4,1,Comedy,5.9
2.2,1,Drama,0
28,30,Adventure,7.3
1,3,Comedy,0
2,2,Drama,0
1,1,Action,6.7
16.4,30,Action,7.4
26,20,Drama,6.4
10.8,1,Comedy,0
1,1,Drama,6.5
1.5,1,Drama,7.3
2.8,3,Drama,6.6
3.5,1,Drama,0
15.5,4.5,Documentary,0
3.25,3,Drama,7.9
8.6,3,Drama,6.8
22.2,8,Drama,6.3
13.2,1,Drama,7
25,1,Drama,6
8.6,1,Drama,6.9
18.4,1,Action,7.2
17,1,Drama,6.6
30,3,Drama,6.9
14.4,1,Thriller,5.9
7,3,Adventure,4.3
1,20,Drama,7.1
8,1,Animation,6.8
14,5,Comedy,6.4
16.2,1,Horror,4.9
7,8,Music,7.2
30,1,Drama,5.8
1,3,Drama,0
1.2,3.0714,Horror,5.6
22.2,8,Drama,7.9
16.6,1,Comedy,6.5
14.4,20,Drama,7.9
1,1,Action,7
26,20,Comedy,6.1
26.4,3,Action,5
6.75,1,Drama,6.1
4.8,1,Drama,0
5.8,3,Comedy,5.8
5.75,1,Drama,7.6
25.6,1,Drama,6.3
1.8,1,Drama,0
3,30,Drama,8
2,1,Drama,7
12.4,1,Fantasy,6.3
1,1,Drama,0
16,20,Action,7.2
14.4,1,Drama,7.2
1.2,1,Comedy,0
26,1,Drama,8.5
16.8,1,Action,6.8
1,1,?,0
26,1,Thriller,6.3
1,1,Horror,6.4
5.75,1,Drama,7.7
1.6,1,Drama,4.7
1.25,3,Thriller,0
20,5,Drama,7.8
3,20,Horror,0
12.6,3,Comedy,7.3
26,20,Fantasy,6.2
19.2,5,Drama,4
4.6,1,Drama,0
1.2,3,Adventure,0
22.2,20,Adventure,8
10.6,1,Adventure,7.4
9.6,1,Drama,7.8
26.2,1,Action,6.2
1,1,Action,0
8.8,1,Comedy,0
14.4,1,Thriller,6.4
2,1,Drama,6.4
8.6,1,Action,6.7
6.6,1,Drama,8.4
14.2,1,Adventure,6.4
20.2,1,Drama,7.8
18,3,Thriller,6.3
22.2,10,Drama,8.5
14.4,1,Drama,6.9
22.6,20,Adventure,7.2
1,1,Drama,7.7
9.4,1,Thriller,7.7
30,5,Adventure,6.2
24,30,Adventure,8.4
8.4,1,Horror,6
26,20,Thriller,6.2
1,1,Action,7.4
8.6,1,Comedy,6.4
2.4,1,Thriller,6.1
4.2,3,War,7.4
2.75,1,Drama,4.7
32,30,Adventure,6.6
10.8,3,Comedy,7.7
18.6,1,Comedy,5.5
12.8,1,Comedy,6.6
22,8,Drama,6.1
14.4,1,Drama,7.4
1.4,1,Drama,7.7
9.6,1,Drama,7
12.4,1,Drama,7.2
7,5,Drama,6.6
10.6,1,Drama,7
16.2,30,Comedy,6.9
6,30,Drama,7.4
8.8,1,Horror,0
17.8,1,Drama,5.8
21,8,Drama,7.5
28,30,Drama,8.7
26,20,Adventure,5.3
1.6667,1,Drama,7.7
1,1,Horror,6.6
2.8,1,Horror,5.7
18,6.5,Adventure,7.3
2.75,1,Drama,5
1.25,1,Drama,7.7
1.2,1,Fantasy,8.8
18,1,Drama,6.6
1.2,1,Comedy,6.5
5.2,1,Music,5.9
20.2,20,Comedy,7.6
1,1,Drama,7.4
18.2,1,Drama,6
16.2,20,Comedy,7
11,1,Drama,6.8
1,1,Documentary,7.5
15.2,1,Drama,6.8
24.4,30,Comedy,6.4
1.2,3,Drama,5.9
1,1,Thriller,5.4
1.25,1,Drama,0
20.2,1,Drama,4.6
22.4,1,Action,6.7
2.8,1,Comedy,6.7
1.5,8,Horror,0
1,3,Drama,7.6
8,3,Adventure,6.6
11.8,8,Animation,7.6
12.4,3,Action,4.2
7,1,Drama,0
20.25,1,Comedy,6.6
13,1,Horror,5.9
11.6,1,Adventure,6.7
1,1,Fantasy,0
14.6,1,Drama,5.7
2,1,Drama,0
1,1,Adventure,0
3.25,1,Thriller,8.3
2.4,8,Drama,7.6
2,1,Drama,0
8.25,10.5,Drama,7.5
12.6,8,Drama,3.9
1,1,Documentary,8.4
13.2,3,Comedy,5.7
18.6,1,Drama,7.8
26,1,Adventure,5.7
14.6,1,Western,7.4
20,15.5,Adventure,7.1
2.8,3,Horror,0
28,1,Fantasy,5.7
1.25,1,Comedy,7.7
4.6,1,Drama,0
4,1,Thriller,0
4.8,3,Drama,8.2
1.25,3,Thriller,0
4.6,8,Drama,0
22,1,Comedy,5.8
18,8,Action,7.5
24,20,Drama,7.1
22,1,Comedy,5.4
16,3,Comedy,5.9
8.2,1,Drama,5.8
1.4,1,Comedy,0
24,3,Comedy,6.1
1,1,Drama,0
13.2,30,Drama,6.8
1,3,Horror,5.1
1,1,Adventure,6
16.4,1,Drama,6.7
18.6,1,Adventure,4.6
4.8,3,Thriller,6.6
13.2,3,Drama,6.9
1.2,1,Animation,7.3
23,1,Drama,6.1
28,20,Drama,7.8
16.4,1,Fantasy,7.3
7,1,Animation,7.2
6.8,1,Drama,7.1
7.2,1,Drama,8.3
26,1,Drama,7.1
24.2,1,Adventure,7.6
